K,T,S0,iv,type
240.0,0.01643835616438356,278.28,0.45313046875,put
242.5,0.01643835616438356,278.28,0.44336494140625,put
245.0,0.01643835616438356,278.28,0.415044912109375,put
247.5,0.01643835616438356,278.28,0.393560751953125,put
250.0,0.01643835616438356,278.28,0.34961587890624996,put
252.5,0.01643835616438356,278.28,0.32813171874999997,put
255.0,0.01643835616438356,278.28,0.31055376953124997,put
257.5,0.01643835616438356,278.28,0.29492892578124996,put
260.0,0.01643835616438356,278.28,0.27735097656249996,put
262.5,0.01643835616438356,278.28,0.2612378564453125,put
265.0,0.01643835616438356,278.28,0.247077841796875,put
267.5,0.01643835616438356,278.28,0.23316196533203126,put
270.0,0.01643835616438356,278.28,0.22144333251953124,put
272.5,0.01643835616438356,278.28,0.20972469970703123,put
275.0,0.01643835616438356,278.28,0.1991046887207031,put
277.5,0.01643835616438356,278.28,0.19043778320312502,put
280.0,0.01643835616438356,278.28,0.18201501586914062,put
282.5,0.01643835616438356,278.28,0.180672255859375,put
285.0,0.01643835616438356,278.28,0.179695703125,put
287.5,0.01643835616438356,278.28,0.1821370849609375,put
290.0,0.01643835616438356,278.28,0.188484677734375,put
292.5,0.01643835616438356,278.28,0.2954172021484375,put
295.0,0.01643835616438356,278.28,0.3232489550781249,put
300.0,0.01643835616438356,278.28,0.3530338134765625,put
305.0,0.01643835616438356,278.28,0.5493209130859377,put
310.0,0.01643835616438356,278.28,0.6096230444335939,put
315.0,0.01643835616438356,278.28,1.0000000000000003e-05,put
320.0,0.01643835616438356,278.28,0.7348659326171875,put
325.0,0.01643835616438356,278.28,0.8020039331054687,put
330.0,0.01643835616438356,278.28,0.53320779296875,put
335.0,0.01643835616438356,278.28,0.5488326367187502,put
350.0,0.01643835616438356,278.28,0.6894562304687502,put
360.0,0.01643835616438356,278.28,7.002564723358155,put
370.0,0.01643835616438356,278.28,0.8320329296874999,put
380.0,0.01643835616438356,278.28,0.8984385156249999,put
390.0,0.01643835616438356,278.28,1.4189482177734376,put
400.0,0.01643835616438356,278.28,1.7761241662597653,put
450.0,0.01643835616438356,278.28,1.3125034374999998,put
120.0,0.03561643835616438,278.28,1.9433596582031252,put
130.0,0.03561643835616438,278.28,1.783204208984375,put
145.0,0.03561643835616438,278.28,1.50390873046875,put
150.0,0.03561643835616438,278.28,1.4902369238281248,put
155.0,0.03561643835616438,278.28,1.36328443359375,put
170.0,0.03561643835616438,278.28,1.1494183154296875,put
175.0,0.03561643835616438,278.28,1.1064497802734377,put
180.0,0.03561643835616438,278.28,1.0468797656250002,put
185.0,0.03561643835616438,278.28,1.0556687841796877,put
190.0,0.03561643835616438,278.28,0.91992267578125,put
195.0,0.03561643835616438,278.28,0.64062859375,put
200.0,0.03561643835616438,278.28,0.8203142968749999,put
205.0,0.03561643835616438,278.28,0.5585981640625001,put
210.0,0.03561643835616438,278.28,0.5546919531250001,put
215.0,0.03561643835616438,278.28,0.6616244775390626,put
220.0,0.03561643835616438,278.28,0.6069375244140626,put
225.0,0.03561643835616438,278.28,0.4414118359375,put
230.0,0.03561643835616438,278.28,0.42578699218750005,put
235.0,0.03561643835616438,278.28,0.36914693359375,put
240.0,0.03561643835616438,278.28,0.32813171874999997,put
245.0,0.03561643835616438,278.28,0.29883513671874995,put
250.0,0.03561643835616438,278.28,0.273444765625,put
255.0,0.03561643835616438,278.28,0.2514723291015625,put
260.0,0.03561643835616438,278.28,0.22876747802734376,put
265.0,0.03561643835616438,278.28,0.21460746337890624,put
270.0,0.03561643835616438,278.28,0.1925129577636719,put
272.5,0.03561643835616438,278.28,0.19043778320312502,put
275.0,0.03561643835616438,278.28,0.17810880493164064,put
280.0,0.03561643835616438,278.28,0.1662681030273438,put
285.0,0.03561643835616438,278.28,0.15674671386718753,put
290.0,0.03561643835616438,278.28,0.1914143359375,put
295.0,0.03561643835616438,278.28,0.24829853271484376,put
300.0,0.03561643835616438,278.28,0.3590151989746094,put
305.0,0.03561643835616438,278.28,0.41870698486328123,put
310.0,0.03561643835616438,278.28,0.4592339233398438,put
330.0,0.03561643835616438,278.28,0.6359899682617188,put
335.0,0.03561643835616438,278.28,0.6875031250000001,put
365.0,0.03561643835616438,278.28,0.5830119824218749,put
395.0,0.03561643835616438,278.28,0.726565234375,put
400.0,0.03561643835616438,278.28,0.726565234375,put
110.0,0.0547945205479452,278.28,1.765626171875,put
